Unnamed: 0,category,amt,gender,city_pop,is_fraud,trans_date,trans_time,time_of_day,Age
1100329,1,9.39,1,267,0,456,60092,0,2
903158,0,26.62,0,743,0,360,69544,1,0
509341,9,32.48,1,824,0,220,24551,3,0
558296,2,61.92,0,203571,0,237,5939,3,2
1281327,12,50.11,0,34496,0,530,58990,0,0
101607,12,600.89,0,34496,0,58,57270,0,0
746454,1,9.93,0,516,0,318,74179,1,0
1103835,0,57.06,1,3395,0,458,56334,0,0
751835,6,27.76,0,299480,0,320,68129,1,0
1189046,8,4.05,1,687276,0,495,67265,1,0
344376,7,12.3,1,32891,0,160,80238,3,0
839769,0,39.58,1,32891,0,346,52180,0,0
99404,9,4.15,0,2856,0,58,12686,3,1
696990,1,14.62,1,828,0,296,74334,1,1
8421,8,273.33,0,1810,0,5,40898,2,0
906427,5,33.66,1,687276,0,361,46215,2,0
971898,4,112.61,1,25459,0,392,2400,3,0
1209570,11,4.91,1,8269,0,504,49612,0,0
557099,13,9.47,0,7155,0,236,68593,1,0
766798,13,7.07,0,1791,0,327,50619,0,0
517588,11,241.85,0,2263,0,222,69165,1,0
1140319,8,120.69,0,2526,0,474,33724,2,0
740047,2,89.51,1,1063,0,315,3418,3,1
64910,4,115.43,0,765,0,38,19641,3,0
883632,6,87.35,0,7565,0,355,74982,1,1
38070,6,25.88,1,1666,0,21,78275,1,0
691793,5,4.62,1,7297,0,293,75026,1,0
1050013,12,3.38,0,736284,0,434,19279,3,1
938551,2,53.34,0,4542,0,373,31764,2,2
753424,4,93.79,1,1988,0,321,25954,2,0
19040,7,37.32,1,1196,0,11,54618,0,1
121389,0,355.46,0,878,0,67,50658,0,0
67241,11,1.45,0,2456,0,39,72496,1,0
180326,10,56.85,1,1414,0,93,45569,2,1
891758,7,22.83,1,471,0,357,45743,2,0
271451,4,102.05,0,760,0,133,3617,3,0
234181,2,59.4,1,2916,0,117,22366,3,1
1161727,4,231.74,0,5621,0,483,30341,2,0
1244653,12,890.62,0,94014,0,517,45719,2,0
651152,7,106.06,1,92294,0,276,69759,1,0
218914,8,5.58,1,198,0,110,43086,2,1
1195519,7,33.95,0,34882,0,498,57554,0,0
184648,5,140.64,0,1689,0,95,50348,0,2
716466,1,14.82,0,34882,0,305,48944,0,0
868704,9,8.59,0,1679,0,352,74582,1,0
369326,4,117.94,0,1970,0,170,40079,2,0
743999,11,5.68,1,3833,0,317,51662,0,0
1149590,12,3.59,1,687276,0,478,48252,0,0
680334,4,99.3,1,229,0,289,40036,2,0
552692,10,115.23,1,4677,0,235,57122,0,1
1171486,2,44.17,0,343,0,488,24056,3,0
1184816,4,90.86,1,3395,0,494,32037,2,0
1166412,3,46.96,1,341,0,486,4421,3,0
189490,9,28.57,1,407,0,97,8187,3,0
190683,12,3.16,0,31394,0,97,47397,0,2
1267961,5,17.9,1,5901,0,525,62387,1,0
284728,8,9.47,1,316665,0,139,26135,2,0
109141,6,22.21,0,1563,0,61,67379,1,0
151436,12,136.58,0,765,0,80,80717,3,0
217091,1,71.08,1,126,0,109,71092,1,0
849935,6,41.81,1,18760,0,348,50157,0,1
475584,8,3.54,0,1523,0,208,23962,3,0
976318,1,28.53,0,4575,0,395,50178,0,0
1024766,5,78.01,1,168,0,423,83239,3,0
537230,11,9.32,1,2501,0,229,65173,1,0
1260067,3,48.56,1,168,0,523,34983,2,0
398432,9,22.15,1,6006,0,180,58735,0,0
1267578,12,1.18,1,757530,0,525,48567,0,0
684737,6,65.5,1,54767,0,291,51686,0,0
943287,4,102.24,1,566,0,376,14242,3,0
661975,9,392.52,1,5901,0,280,83969,3,0
1273871,9,4.78,0,135332,0,528,37548,2,1
83239,5,30.73,1,3833,0,48,66900,1,0
511888,4,64.62,0,11751,0,221,24813,3,1
902840,13,1.83,0,34496,0,360,63550,1,0
86789,7,54.74,0,3430,0,50,52463,0,1
1007775,11,6.74,0,73,0,413,14710,3,1
899888,10,2.75,0,1075,0,359,77684,1,2
6725,4,93.38,0,213,0,4,37454,2,0
627760,5,23.95,0,2691,0,265,62440,1,0
343273,10,1.75,0,2328,0,160,59977,0,1
1251837,9,5.92,1,7268,0,520,44872,2,0
573690,9,74.46,1,105549,0,242,81422,3,0
396453,9,30.22,1,964,0,180,13144,3,0
121702,9,184.46,1,782,0,67,59139,0,2
395203,0,7.83,0,247,0,179,69693,1,1
888094,10,15.93,1,3202,0,356,57363,0,2
523556,7,50.05,1,110,0,224,57440,0,0
452212,3,59.52,0,4090,0,200,17562,3,0
828208,2,36.07,0,106,0,343,12121,3,0
493143,6,91.63,1,177,0,214,53645,0,0
874904,4,179.44,0,545147,0,354,40386,2,0
132072,7,41.75,0,725,0,71,83917,3,0
132019,13,2.73,1,35299,0,71,81474,3,0
349699,10,29.33,0,207,0,163,45985,2,1
1199414,10,35.06,0,328,0,500,67268,1,0
88451,1,5.25,0,2036,0,51,79067,1,0
104010,12,10.23,1,20328,0,59,78082,1,0
45156,12,7.44,0,320420,0,26,76789,1,0
531726,9,1.87,0,1909,0,228,20790,3,1
1092755,1,109.47,0,3688,0,453,45054,2,0
481390,1,33.65,0,7646,0,209,63815,1,0
120479,2,94.09,1,20478,0,67,18275,3,2
1280185,2,43.31,0,85,0,530,38841,2,0
329499,2,63.32,1,137,0,156,26302,2,0
1039621,7,219.74,1,129,0,430,46027,2,0
663368,13,3.97,1,1383,0,281,73798,1,0
884222,6,20.26,0,51,0,355,81930,3,1
561767,13,4.0,0,722,0,237,83927,3,0
777171,4,245.47,0,21134,0,332,34476,2,0
671742,6,32.52,1,71463,0,285,50984,0,0
1239822,4,134.71,1,589,0,516,25203,2,1
1191973,11,3.25,0,545147,0,496,62163,1,0
729463,11,3.22,1,2290,0,311,12599,3,1
650764,10,21.09,1,92608,0,276,54372,0,2
376820,2,70.41,0,184,0,173,8914,3,1
365097,4,89.45,1,349,0,168,24228,3,0
755668,1,122.48,0,21134,0,321,82913,3,0
989739,4,110.22,1,737,0,403,42425,2,0
121511,5,34.88,1,5512,0,67,53488,0,0
527113,9,37.74,0,5875,0,226,30693,2,0
650931,8,16.45,0,46,0,276,61426,1,0
1147291,2,68.37,1,464,0,477,13752,3,1
1135222,2,69.8,0,1766,0,472,24646,3,0
601800,9,1168.96,0,1745,0,254,84988,3,0
295995,1,143.76,0,2526,0,144,50809,0,0
294785,4,108.72,0,67082,0,144,13405,3,1
238376,0,29.64,0,338,0,118,53058,0,0
960177,4,76.93,0,7565,0,385,24957,3,1
613958,6,15.86,0,2807,0,259,71789,1,1
27820,8,2.2,0,6951,0,16,11267,3,0
631819,10,38.9,1,190178,0,267,82949,3,0
575457,3,40.92,1,564,0,243,40075,2,2
154086,6,78.45,1,1770,0,81,78784,1,0
484724,2,64.09,1,653,0,211,13012,3,0
1132970,8,1.56,1,1628,0,471,1982,3,0
460705,7,15.6,0,4512,0,202,47051,0,0
316495,12,3.72,0,46,0,151,70930,1,0
312337,4,109.58,0,1178,0,150,31826,2,1
242351,1,55.21,1,126,0,120,55597,0,0
1132481,0,78.15,0,34882,0,470,67914,1,0
442005,6,74.64,1,817312,0,195,63718,1,2
127485,12,2.0,0,4056,0,69,49775,0,0
686838,2,65.9,1,3395,0,292,27598,2,0
316623,7,13.79,1,1892,0,151,73380,1,1
218318,4,99.24,1,1532,0,110,22998,3,0
618190,8,12.07,1,2471,0,262,18360,3,0
382609,6,4.66,0,15426,0,174,55223,0,1
394186,11,8.75,0,14871,0,179,47626,0,0
510903,7,67.58,1,24840,0,220,79400,3,1
916050,12,326.86,1,3402,0,363,2978,3,1
249239,0,62.59,0,217,0,123,84841,3,0
115014,2,40.28,0,1925,0,64,21804,3,1
1095278,2,71.27,1,1126,0,454,23311,3,0
441293,0,2.76,1,128715,0,195,50858,0,2
194780,13,573.92,1,2395,0,99,56632,0,0
263567,7,52.62,1,1360,0,130,43274,2,0
832885,10,7.57,0,2906700,0,344,59689,0,0
857570,13,592.21,1,928,0,349,65349,1,0
1223272,2,58.82,0,878,0,510,5253,3,0
236163,6,101.71,1,3766,0,117,74969,1,0
434452,0,5.42,0,213,0,193,62381,1,0
394492,11,2.41,0,2691,0,179,54451,0,0
1098538,6,53.64,1,19054,0,455,53647,0,0
1063554,12,51.87,0,761,0,440,28296,2,1
902827,7,46.0,1,376,0,360,63152,1,1
917195,0,1.87,0,3066,0,363,22253,3,1
5598,12,127.84,1,168,0,3,56378,0,0
807391,2,47.81,1,1897,0,339,35680,2,1
596607,11,4.59,0,213,0,251,77726,1,0
511156,8,69.15,1,614,0,221,1028,3,0
511469,2,51.68,0,1228,0,221,11698,3,0
547445,13,8.36,1,276002,0,233,57945,0,0
381221,3,73.25,1,2304,0,174,22884,3,1
1234472,0,27.12,1,2317,0,514,51617,0,1
798578,10,29.6,0,516,0,336,71416,1,0
1186016,7,147.54,0,413574,0,494,68415,1,0
305328,1,6.25,0,165556,0,146,85766,3,2
824869,5,83.38,1,519,0,342,51134,0,0
938638,12,2.19,1,7430,0,373,37982,2,1
501036,10,68.89,1,825,0,216,57573,0,0
306430,7,49.8,1,49,0,147,57908,0,0
141153,12,4.08,1,7297,0,75,74747,1,0
1253920,2,56.54,0,248,0,521,33350,2,0
521172,12,2.26,1,33917,0,223,63102,1,0
299442,10,17.62,1,129,0,145,47897,0,0
897116,4,114.54,1,349,0,359,12523,3,0
1281833,11,10.93,0,6951,0,530,67795,1,0
810328,4,102.07,1,1360,0,340,8624,3,0
538545,12,3.89,1,21437,0,230,4227,3,1
1288186,1,9.3,0,241,0,532,74394,1,0
584983,4,78.5,0,4542,0,247,30688,2,2
841154,1,2.96,1,190178,0,346,79228,3,0
1179418,6,50.35,0,248,0,491,50525,0,0
110886,4,78.56,1,3032,0,62,32099,2,1
977899,1,46.02,0,378909,0,396,43861,2,0
121208,1,63.03,0,1352,0,67,45956,2,0
846511,5,36.19,1,4729,0,347,82066,3,0
791987,8,1.72,1,4081,0,335,35104,2,1
625130,10,22.9,0,34496,0,264,74866,1,0
307425,3,95.45,1,4603,0,148,12610,3,1
260914,2,99.88,1,1241364,0,129,18385,3,1
432583,2,67.72,1,2290,0,193,11363,3,1
1117506,2,58.76,1,111,0,464,31421,2,2
398480,0,189.24,0,166081,0,180,59716,0,2
786980,12,7.8,0,14228,0,334,52100,0,0
767808,13,6.43,1,3766,0,327,73489,1,0
756741,11,6.26,0,5161,0,322,59020,0,0
75769,11,392.58,0,73,0,44,26121,2,1
493976,6,10.28,0,540,0,214,71010,1,0
671210,4,185.94,0,5760,0,285,36059,2,0
640272,7,12.88,0,4056,0,271,58642,0,0
569043,11,2.12,0,932,0,241,41969,2,1
733715,6,34.1,1,19408,0,312,82113,3,0
1123775,11,3.04,1,55345,0,467,12162,3,1
41670,1,3.18,1,207410,0,24,65502,1,0
309890,8,765.25,1,76383,0,149,31951,2,0
1240253,4,56.7,1,158701,0,516,36684,2,0
471195,12,35.75,0,718,0,206,78740,1,0
382852,12,1.77,1,4573,0,174,60280,0,0
416644,12,9.0,1,9034,0,187,23955,3,0
1250269,11,4.98,0,1412,0,519,66798,1,0
879534,4,197.23,0,21134,0,355,21958,3,0
559096,8,6.54,1,471,0,237,28992,2,0
930510,10,26.75,0,1645,0,368,70708,1,0
758747,7,41.03,0,2328,0,323,76798,1,1
1154872,0,16.58,0,255,0,480,80756,3,0
125433,11,6.33,1,28739,0,68,74032,1,2
895035,1,43.04,1,60,0,358,51632,0,1
1070052,1,14.53,0,9594,0,443,50279,0,2
975230,9,1.76,1,47249,0,394,65356,1,0
955247,11,4.97,1,680,0,383,3279,3,0
648968,13,9.9,1,601723,0,275,57362,0,0
1167616,12,146.28,1,737,0,486,64071,1,0
1175877,6,80.58,1,1858,0,489,60288,0,0
1059343,1,64.66,0,1288,0,438,84105,3,1
1270750,2,57.6,0,1019,0,527,1559,3,0
404599,1,89.19,0,1228,0,182,46360,2,0
1074591,6,76.75,1,1841,0,445,61966,1,0
136923,11,7.99,1,798,0,74,42699,2,1
743741,9,29.83,1,341,0,317,40038,2,0
1284277,2,64.93,0,61,0,531,38385,2,1
1063192,2,59.15,0,12486,0,440,14732,3,1
1255163,11,6.79,1,9815,0,521,74715,1,0
829772,12,7.4,0,31394,0,343,61346,1,2
693882,2,62.35,0,2121,0,295,7595,3,0
704367,12,5.78,0,836,0,299,68827,1,0
155153,8,65.46,1,673342,0,82,27872,2,0
1213377,6,118.17,1,1263321,0,506,69893,1,1
1276704,7,147.04,0,16183,0,529,44021,2,0
827164,7,2.31,0,26551,0,342,77909,1,0
599850,6,66.62,0,641349,0,253,79301,3,0
1239687,4,126.48,0,530,0,516,21472,3,0
444625,12,2.16,1,316665,0,196,70537,1,0
181554,3,43.8,1,31515,0,94,6565,3,0
1088378,5,139.06,0,502,0,451,73550,1,1
1278337,11,4.19,1,3766,0,529,79079,1,0
891304,9,40.1,1,824,0,357,28660,2,0
362745,10,19.86,0,6629,0,167,50265,0,1
149944,8,103.61,1,8512,0,80,11433,3,1
646304,11,2.04,1,589,0,274,11575,3,1
900117,1,88.37,0,2054,0,359,81783,3,1
270454,0,56.82,1,74,0,132,63639,1,1
949983,12,536.63,0,27971,0,379,75247,1,0
1244986,12,8.21,0,922,0,517,51849,0,0
871328,10,1.59,0,5760,0,353,55163,0,0
1037468,4,95.9,1,965,0,429,33201,2,0
387197,1,9.72,1,381459,0,176,56652,0,0
793275,1,3.76,0,606,0,335,52369,0,0
1188246,5,25.8,1,2290,0,495,49625,0,1
1093095,10,92.38,0,28425,0,453,53002,0,2
921246,11,6.11,0,372,0,363,78061,1,2
56674,0,66.85,0,878,0,33,57329,0,0
507205,12,6.03,0,2307,0,219,31712,2,0
981836,12,196.42,0,1179,0,398,15049,3,1
474584,10,91.8,0,3495,0,207,83969,3,0
1210744,3,62.29,0,2644,0,505,28776,2,0
606214,7,125.96,0,1051,0,256,80431,3,0
916332,2,69.96,0,217,0,363,7560,3,1
93073,8,2.05,1,28739,0,54,72201,1,2
56132,3,51.0,0,7646,0,33,35099,2,0
181954,2,77.39,1,151815,0,94,31242,2,0
258154,10,2.85,0,1631,0,127,60677,0,1
251523,6,152.02,0,1745,0,124,65632,1,0
300330,0,4.9,1,22930,0,145,64013,1,0
1149313,4,117.55,1,2092,0,478,35092,2,1
737762,12,1.01,0,222,0,314,28091,2,1
367711,10,1.87,1,4878,0,169,57123,0,0
277568,9,5.95,0,167,0,136,58454,0,0
562389,2,59.72,0,1850,0,238,27939,2,1
802758,12,5.27,0,191096,0,338,5852,3,1
165494,9,5.05,1,20478,0,86,85457,3,2
255818,4,150.97,1,2443,0,126,22897,3,1
42828,5,134.53,0,1312922,0,25,54611,0,0
529302,11,3.46,0,118,0,227,24580,3,1
1091060,6,14.37,0,760,0,452,77167,1,0
1292128,10,33.94,0,106,0,534,62317,1,0
506669,12,69.19,0,969,0,219,6874,3,1
459759,4,145.74,0,165,0,202,21419,3,1
435631,2,57.98,0,8830,0,194,2954,3,0
295459,4,168.72,0,11432,0,144,36582,2,0
110096,12,33.52,0,602,0,62,4586,3,1
1208252,1,23.74,1,3996,0,503,72494,1,0
92900,1,62.41,1,254282,0,54,66264,1,1
463922,6,15.44,0,186140,0,203,57697,0,0
1060630,4,72.27,1,4354,0,439,40497,2,0
1065476,6,41.82,0,75903,0,440,77345,1,1
1247005,2,67.89,1,4081,0,518,7454,3,1
203199,6,85.68,1,589,0,103,45335,2,1
163082,5,161.8,0,242,0,85,57948,0,0
680689,10,77.54,1,741,0,289,55718,0,0
803836,4,89.59,0,338,0,338,36643,2,0
654108,7,124.33,0,350,0,277,81391,3,1
499362,3,35.48,1,4474,0,216,18040,3,0
905048,11,13.25,0,493,0,361,21108,3,1
1276702,5,170.13,1,1196,0,529,43976,2,1
1184811,4,104.09,0,478,0,494,31863,2,1
479032,9,48.34,0,116155,0,209,7412,3,0
231185,9,34.56,1,100,0,116,11576,3,0
880629,12,386.0,1,171170,0,355,40703,2,1
254862,5,75.26,1,832,0,125,71287,1,0
597577,7,23.51,1,1512,0,252,46357,2,2
756383,2,66.18,0,67082,0,322,41412,2,0
1142643,2,42.34,0,3699,0,475,2592,3,1
1288614,12,3.48,0,2856,0,533,5763,3,1
733509,5,29.99,0,2906700,0,312,76738,1,0
1263772,2,68.78,1,5927,0,524,24773,3,0
567088,11,934.79,1,248858,0,240,54899,0,0
186207,11,189.25,1,899,0,96,6504,3,0
673574,8,6.36,0,1617,0,286,7438,3,0
106595,1,9.32,1,6284,0,60,78899,1,1
209533,11,8.79,1,687276,0,105,85084,3,0
1278574,6,90.62,1,1504,0,529,83567,3,0
1250482,0,20.23,1,798,0,519,74086,1,1
324118,10,72.37,1,1735,0,153,67902,1,0
1078931,8,49.07,0,1038,0,447,4691,3,1
1073087,2,64.31,0,2135,0,445,11391,3,2
1097268,12,671.83,0,4056,0,454,77024,1,0
437880,7,179.27,0,3684,0,194,58544,0,0
670996,12,177.01,1,198,0,285,28572,2,1
857612,0,51.42,0,260,0,349,65783,1,1
1072718,5,85.71,1,1628,0,444,82672,3,0
1257603,6,37.37,1,2870,0,522,60719,0,2
678802,7,5.37,1,568,0,288,51120,0,0
954637,7,12.09,1,759,0,382,68674,1,1
438705,12,335.44,0,863,0,194,73224,1,0
418160,12,3.08,1,3688,0,187,58503,0,0
91895,12,6.85,1,272134,0,54,24908,3,1
259316,12,1.71,1,6434,0,128,34319,2,0
845045,6,13.65,0,504,0,347,62744,1,0
1245165,11,47.48,0,606,0,517,54946,0,2
416726,4,130.58,1,2304,0,187,26525,2,1
1273548,9,5.86,1,1263321,0,528,23192,3,1
240330,2,100.08,1,2916,0,119,32685,2,1
1232315,12,4.1,0,328,0,513,58939,0,0
959895,1,98.27,0,1563,0,384,86020,3,0
373412,2,83.23,1,910148,0,172,6757,3,0
277500,7,69.81,0,466,0,136,56201,0,1
643280,7,96.33,0,35371,0,272,55349,0,0
806817,3,64.18,0,7155,0,339,18358,3,0
23558,12,15.68,0,1617,0,13,70027,1,0
114267,0,11.45,1,864,0,63,68269,1,1
400222,3,8.55,1,1595797,0,181,6238,3,0
153817,7,2.78,0,391389,0,81,71413,1,0
612498,7,134.72,0,31394,0,258,79324,3,2
343337,7,15.1,0,475,0,160,61284,1,1
557290,6,13.36,0,1051,0,236,72137,1,0
80027,3,44.18,0,606,0,47,27632,2,2
24648,3,68.17,0,16305,0,14,24983,3,1
370871,2,47.51,0,1490,0,171,2011,3,0
484107,5,71.65,0,1725,0,210,72503,1,0
570418,10,8.62,0,718,0,241,81171,3,0
1250032,7,182.12,1,633,0,519,58888,0,1
597201,11,4.54,1,4533,0,252,17788,3,0
446614,11,15.35,1,267,0,197,70451,1,2
338121,9,29.03,1,1446,0,159,31740,2,0
609836,2,88.93,1,9034,0,258,4615,3,0
20654,7,19.52,1,192805,0,12,49583,0,1
1142407,7,169.0,0,5161,0,474,82855,3,0
111734,6,17.74,1,43102,0,62,55847,0,1
138461,5,3.18,0,922,0,74,84331,3,0
985685,7,5.26,0,493,0,400,56680,0,1
1263989,4,124.16,0,350,0,524,31344,2,1
912234,7,46.37,0,1526206,0,362,45307,2,0
38204,5,134.27,0,427,0,21,81960,3,1
603559,6,6.7,1,648,0,255,80252,3,0
538065,5,70.22,0,910148,0,229,80557,3,0
120106,8,2.13,1,4664,0,67,2268,3,0
1254271,10,12.34,1,71463,0,521,48396,0,0
319294,10,33.12,0,85,0,152,51511,0,0
107977,2,50.35,1,35299,0,61,40203,2,0
720605,7,50.4,1,53,0,306,73946,1,0
987046,9,2.77,0,338,0,401,58019,0,0
1145694,2,59.39,0,1271,0,476,6807,3,1
1010926,0,143.91,1,35299,0,415,62563,1,0
1224185,2,62.59,1,2471,0,510,31429,2,0
1170252,0,41.22,1,2208,0,487,72381,1,1
1170220,6,73.44,0,3430,0,487,71340,1,1
992555,6,43.42,1,3032,0,404,63567,1,1
366520,4,86.84,0,602,0,169,277,3,1
676961,11,94.28,1,1645,0,287,35744,2,0
40273,6,72.73,0,43,0,23,57894,0,1
185229,5,78.05,0,1725,0,95,65586,1,0
1113518,13,2.25,0,24645,0,461,78373,1,0
809623,12,4.18,0,107941,0,339,80905,3,0
1254908,7,34.13,0,19090,0,521,67607,1,1
1179455,6,137.14,1,13422,0,491,52496,0,1
971279,13,6.92,1,1595797,0,391,68646,1,0
517540,11,4.99,0,178,0,222,68365,1,0
1258384,7,52.19,0,722,0,522,77369,1,0
931540,0,3.12,0,10256,0,369,26363,2,0
1191061,3,34.69,0,79613,0,496,40174,2,0
1000233,7,49.75,1,2290,0,409,57673,0,1
337949,12,28.17,0,190,0,159,26786,2,0
814088,6,34.62,1,124967,0,340,71532,1,0
436644,3,44.45,0,35371,0,194,33208,2,0
713183,0,62.41,0,917,0,303,80282,3,2
287397,2,50.17,0,6841,0,140,17838,3,2
1270235,10,24.06,0,3508,0,526,71288,1,1
1023073,12,20.48,0,21134,0,422,69899,1,0
773027,6,6.28,0,203571,0,329,85056,3,2
879800,2,67.9,1,568,0,355,26761,2,0
581890,6,2.51,1,365,0,245,44973,2,0
90245,2,72.62,1,4589,0,53,18508,3,1
127201,8,141.57,0,307,0,69,43122,2,1
661026,11,5.17,1,4172,0,280,35012,2,1
706025,4,94.23,1,828,0,300,27416,2,1
1164113,7,27.83,1,1666,0,484,66320,1,0
1263925,4,53.96,1,9815,0,524,29063,2,0
721361,11,88.96,1,1504,0,307,6646,3,0
904447,4,104.9,0,4508,0,361,8870,3,1
851438,7,109.12,0,722,0,348,66663,1,0
847711,9,11.15,0,13973,0,348,14521,3,0
1068655,13,6.18,0,302,0,442,67931,1,0
1129026,6,82.25,1,5512,0,468,69941,1,0
496278,2,53.18,0,489,0,215,42867,2,1
832415,6,21.67,0,224256,0,344,49801,0,0
322233,2,32.48,0,34153,0,153,26833,2,2
626801,2,97.06,0,3876,0,265,39522,2,1
720841,5,15.07,0,922,0,306,78967,1,0
403500,12,12.9,0,346,0,181,80900,3,0
676457,6,54.85,0,718,0,286,85760,3,0
1091975,8,3.21,0,1312922,0,453,17445,3,0
667752,8,4.88,0,969,0,284,8990,3,1
189434,4,202.14,0,9512,0,97,6472,3,0
1211426,12,27.97,0,1679,0,505,62240,1,0
754216,5,59.1,1,30770,0,321,50172,0,0
282367,8,122.21,1,1512,0,138,49507,0,2
201826,7,4.86,0,84106,0,102,83627,3,0
366918,4,38.13,1,7163,0,169,22622,3,0
893845,12,3.29,0,5908,0,358,14788,3,1
1184596,2,73.2,0,23,0,494,22816,3,0
57883,1,85.89,1,673342,0,34,17779,3,0
838469,12,2.85,1,673342,0,346,18621,3,0
1048323,5,78.85,0,927396,0,433,52530,0,1
123356,4,59.75,1,341043,0,68,19859,3,0
1114400,3,9.88,0,847,0,462,37369,2,2
326083,6,84.51,1,4138,0,154,56232,0,0
891625,2,74.22,0,23,0,357,41781,2,0
860410,9,46.24,0,1293,0,350,39055,2,1
970374,2,35.9,0,69,0,391,37941,2,0
219525,10,72.5,0,136,0,110,56312,0,2
462982,2,81.27,0,241,0,203,8616,3,0
24268,12,8.58,0,717255,0,14,6554,3,0
113973,0,73.22,1,2457,0,63,55958,0,0
430996,12,4.96,0,14871,0,192,49474,0,0
853076,9,27.81,0,166081,0,348,84560,3,2
468546,7,49.21,0,601723,0,205,69638,1,0
226705,6,10.27,0,276002,0,113,64874,1,1
1239396,8,20.01,1,5211,0,516,12825,3,0
2732,2,55.79,1,4729,0,1,32202,2,0
324827,10,1.6,0,509,0,153,81331,3,0
293130,7,92.36,0,2379,0,143,46637,2,0
703412,1,159.2,0,37,0,299,47561,0,1
697369,4,123.46,1,5619,0,297,3235,3,1
791801,4,120.59,0,9993,0,335,31831,2,1
269771,6,27.29,1,129,0,132,46462,2,0
17027,2,81.96,0,15623,0,10,15118,3,0
865395,9,118.59,1,111,0,351,81049,3,2
340105,12,9.94,0,4198,0,159,72118,1,2
736257,0,70.7,0,969,0,313,69258,1,1
711134,5,48.5,0,263,0,302,70671,1,1
73609,1,26.25,1,864,0,42,66522,1,1
399003,11,4.22,0,1970,0,180,68202,1,0
659724,10,1.39,0,165556,0,279,66535,1,2
1121996,1,1.66,1,3224,0,466,50915,0,2
303868,7,82.13,0,63,0,146,58217,0,0
974577,11,15.03,1,4172,0,394,24171,3,1
677048,2,62.1,0,4895,0,287,42517,2,1
18026,10,79.55,0,1533,0,10,73992,1,1
1252574,10,5.18,0,1789,0,520,66691,1,0
491726,0,119.89,0,8007,0,214,12732,3,1
1137852,7,2.49,1,633,0,473,46904,0,1
712609,11,1.34,1,75830,0,303,56900,0,0
690361,3,77.36,0,1368,0,293,40256,2,0
465500,5,26.65,0,4090,0,204,43695,2,0
422289,10,8.87,0,6841,0,188,62294,1,2
721894,2,72.02,1,2916,0,307,25191,3,1
527654,6,137.48,1,75830,0,226,52560,0,0
1165382,7,25.47,0,302,0,485,46397,2,0
1051058,0,4.49,0,21134,0,434,75329,1,0
238590,7,177.48,1,92294,0,118,57385,0,0
731142,10,11.81,0,4512,0,311,85524,3,0
137509,5,64.78,0,753116,0,74,58880,0,0
391424,11,98.24,0,54287,0,178,48039,0,0
1125522,11,11.58,0,321,0,467,60351,0,0
937499,1,106.34,0,61,0,372,51315,0,1
953795,2,72.91,1,192,0,382,37379,2,1
192764,8,96.0,0,579,0,98,29882,2,1
296023,10,28.83,0,3495,0,144,51540,0,0
151720,2,30.79,1,60,0,81,3436,3,1
758705,0,88.61,1,1453,0,323,75371,1,0
749925,12,6.46,1,68211,0,320,17386,3,1
457918,0,86.53,0,165,0,201,66983,1,1
337951,3,46.53,0,1617,0,159,26821,2,0
184575,10,3.91,1,54767,0,95,48421,0,0
615179,10,27.61,0,3684,0,260,52283,0,0
1062211,12,2.77,0,1577385,0,439,74059,1,0
589541,9,77.52,0,2135,0,249,53790,0,2
1254941,6,16.63,1,471,0,521,68462,1,0
939464,1,61.26,1,928,0,373,81962,3,0
279365,0,82.57,1,467,0,137,45823,2,0
1119167,2,55.49,1,19408,0,465,17792,3,0
103553,1,39.81,1,32891,0,59,59606,0,0
1236575,2,71.12,1,4172,0,515,31391,2,1
820931,1,6.17,1,276896,0,341,78865,1,2
304343,10,5.59,0,2807,0,146,67232,1,1
942027,10,94.21,0,5760,0,375,56351,0,0
914073,11,3.95,1,30770,0,362,66591,1,0
6373,3,70.22,0,1312922,0,4,11175,3,0
1021259,3,56.98,0,5875,0,421,42505,2,0
422456,6,24.0,0,1288,0,188,65780,1,1
970314,12,8.01,0,10256,0,391,35584,2,0
576373,1,62.84,1,1735,0,243,56935,0,0
941025,1,125.47,0,13717,0,375,8990,3,1
151978,2,67.4,1,1770,0,81,14649,3,0
751161,10,73.49,0,526,0,320,53478,0,1
541441,9,8.41,0,2607,0,230,72754,1,2
633930,2,75.95,0,1749,0,269,7052,3,0
243670,3,59.45,0,2644,0,121,39347,2,0
111906,5,39.03,1,895,0,62,59883,0,2
96210,2,57.47,0,12486,0,56,17680,3,1
847625,11,1.2,1,83,0,348,13222,3,1
779836,4,215.69,0,270712,0,333,29197,2,0
566342,2,49.09,0,31394,0,240,26182,2,2
21017,6,128.77,1,3279,0,12,63046,1,0
1126187,10,31.95,0,6120,0,467,74788,1,0
50582,11,5.22,0,276002,0,29,39049,2,1
87621,4,197.53,0,2872,0,51,25487,2,0
530100,6,74.25,0,1490,0,227,57291,0,0
362961,5,44.83,0,2408,0,167,54523,0,2
1126531,13,6.72,0,1078,0,467,82455,3,1
542572,0,9.92,1,104396,0,231,25092,3,1
649171,6,107.25,1,9772,0,275,65830,1,0
152248,4,165.2,1,348,0,81,25711,2,1
995931,9,69.98,0,36438,0,406,27141,2,0
755172,5,2.5,0,5161,0,321,71288,1,0
70342,2,58.72,1,4593,0,41,37233,2,1
10603,0,35.41,0,2807,0,6,42943,2,1
